0	0	0.0	0.0	0.0	0.0
3	0	1.0	0.0	0.816496580928	0.0
0	0	0.0	0.0	0.0	0.0
0	2	0.0	0.5	0.0	0.5
2.5	1.0	1.25	0.5	1.25	0.5
0	0	0.0	0.0	0.0	0.0
2.0	5.0	0.111111111111	0.277777777778	0.314269680527	0.558326423396
1	0	0.2	0.0	0.4	0.0
1.0	3.0	0.2	0.6	0.4	1.2
1.0	3.0	0.2	0.6	0.4	1.2
1	0	0.2	0.0	0.4	0.0
3	1	0.6	0.2	0.489897948557	0.4
5.0	2.5	0.625	0.3125	1.08253175473	0.826797284708
2.0	3.0	0.333333333333	0.5	0.7453559925	1.11803398875
2	3	1.0	1.5	0.0	1.5
3	1	1.0	0.333333333333	0.0	0.471404520791
2	0	0.4	0.0	0.489897948557	0.0
3.0	4.0	0.375	0.5	0.695970545354	1.0
31.5	28.5
