0	0	0.0	0.0	0.0	0.0
2	0	0.666666666667	0.0	0.471404520791	0.0
2.5	2.0	0.357142857143	0.285714285714	0.440315285926	0.451753951453
7.5	0.0	1.5	0.0	1.26491106407	0.0
7.0	0.0	1.75	0.0	1.29903810568	0.0
12.0	3.0	0.545454545455	0.136363636364	0.497929597732	0.343174292512
7.0	3.0	1.4	0.6	1.35646599663	0.489897948557
2	1	0.4	0.2	0.489897948557	0.4
5.25	0.0	0.75	0.0	0.48181205583	0.0
0.5	1.0	0.125	0.25	0.216506350946	0.433012701892
7.0	0.0	1.4	0.0	2.33238075794	0.0
1	0	0.333333333333	0.0	0.471404520791	0.0
4.0	0.0	0.8	0.0	1.6	0.0
3.5	1.0	1.16666666667	0.333333333333	1.02740233383	0.471404520791
3.5	1.0	0.7	0.2	1.16619037897	0.4
5.25	0.0	0.75	0.0	0.48181205583	0.0
5.5	0.0	1.83333333333	0.0	1.31233464567	0.0
1.0	10.0	0.5	5.0	0.5	4.0
5	1	1.0	0.2	0.632455532034	0.4
2.5	2.0	0.192307692308	0.153846153846	0.368910117178	0.360801212294
84.0	25.0
