0	0	0.0	0.0	0.0	0.0
6.0	0.0	0.666666666667	0.0	0.942809041582	0.0
7.25	2.0	1.45	0.4	2.43104915623	0.489897948557
4	0	0.666666666667	0.0	0.471404520791	0.0
1	0	0.125	0.0	0.330718913883	0.0
1	0	0.333333333333	0.0	0.471404520791	0.0
9.0	0.0	2.25	0.0	1.29903810568	0.0
5	0	0.833333333333	0.0	0.687184270936	0.0
3	0	0.6	0.0	0.489897948557	0.0
4.5	0.0	0.9	0.0	0.916515138991	0.0
3	0	1.0	0.0	0.0	0.0
1	1	0.142857142857	0.142857142857	0.349927106112	0.349927106112
9.0	1.0	1.5	0.166666666667	1.60727512683	0.37267799625
24.5	1.0	4.9	0.2	8.81135630876	0.4
5	1	0.833333333333	0.166666666667	0.37267799625	0.37267799625
2	1	0.5	0.25	0.5	0.433012701892
10.0	0.0	2.5	0.0	3.77491721764	0.0
1.0	4.0	0.2	0.8	0.4	1.16619037897
9.0	15.5	0.9	1.55	1.22065556157	4.32695042726
7.0	0.0	1.4	0.0	1.35646599663	0.0
5.0	0.0	0.833333333333	0.0	1.06718737291	0.0
117.25	26.5
