user,time,mall,content
a***5,2016/3/14,华为官方旗舰店,我只想说，开了性能模式的情况下，玩个天天酷跑画面都有卡顿……是啥意思？我之前玩了三年的手机都没这个情况……其他的还不错……
m***1,2016/3/14,华为官方旗舰店,全部都与实体一样！ 用着暂时也没问题！就是送的手机壳用不了，真是敷衍人的东西！ 诶，不知道售后如何啊！ 有问题再追加！
兔***文,2016/3/14,华为官方旗舰店,系统很流畅，符合我的使用要求了。指纹识别，全网通，稍微有点缺憾的就是少了光学防抖。但华为品质一如既往，绝对支持。
139*****66,2016/3/14,苏宁易购,喊了一百遍荣耀小七。只有两遍有用。别的还不错
九***i,2016/3/13,苏宁易购,晚上4点多买的 第二天中午就收到了 物流十分给力！手机非常精致 不愧是荣耀的配置！指纹识别跟描述的一样 越用越灵 用了几天下来 整体感觉非常不错
亚马逊客户,2016/3/12,亚马逊,前几天才入手的荣耀7速度快 玩游戏时没有卡顿 手机也不发烫 像素又高 关键是亲民的价格 我个人觉得比三星好太多了 国产的手机真的很好用 以前买的三星用着用着就变慢了 最后没办法要换手机 听朋友说可以试试买个华为的一试果然不错 以后就华为了 国产的这么好用 干嘛不支持国货呢
t***0,2016/3/9,华为官方旗舰店,款式挺漂亮的，用了一下感觉还不错，长时间没用安卓系统了有点生疏，谢谢卓月的认真解答，问题很快就解决了，再用段时间来追加
月***爸,2016/3/9,华为官方旗舰店,手机还是选国货了，国产的还是华为最强了，前面手机意外被踩坏了，买了荣耀7，功能强大，比果子的性价比高太多了。买了两个了
Lo***44,2016/3/9,易迅网,以前从来不去评价，不知道浪费多少京豆，自从知道京豆可以抵现金的时候，才知道京豆的重要。后来我就把这段话复制了，走到哪，复制到哪，即能赚积分，还非常省事；特别是不用认真的评论了，又健康快乐能么么哒
亚马逊买家,2016/3/8,亚马逊,第一部智能手机是在亚马逊买的，当时对网购还很忐忑，但手机质量很好，所以在用了四年打算换机后又想到了亚马逊。选择了会致商城华为荣耀7，当时看到仅剩一部，还特意跟卖家联系，请把好手机质量关，结果收到手机发现显示屏明显色差，怕自己因为不会调色还请周围同事给看看，都说显示屏色差较大，建议我赶紧联系亚马逊。结果漫长的退货开始了，几番跟卖家交涉，最后卖家居然打电话给我说因为我打开外包装影响他二次销售不能退货！！这简直是无理取闹，我不打开外包装查看手机我怎么知道你发给我的是个手机还是块砖头？！我在七天内发现有质量问题的手机他们居然已这种方式拒绝退货实在太气人了！这种明显有质量问题的手机还想卖给别人？一直对亚马逊很信任，才选择拒绝某东在这里够电器的，希望这次麻烦的恼人的事件能够给我满意的结果！对亚马逊第三方商家，也请其他购物同伴们留心！
