user,time,mall,content
-***走,2016/3/14,京东商城,我觉得买的手机很有可能是翻新机?买回来发现扬声器和听筒是坏的 要是新手机基本不会出现这种情况 然后选择换货，说是换新手机 但是我的微信在新手机登录是要验证码的 未换手机之前那个要验证码 换了货回来登录微信却不用验证码 证明没有给我换新手机 还是那台坏的 是修好了再发回来！ 用着基本还没什么问题 反应也还好 。 就是说换新却不换新这一点觉得不爽 没信用?
会***猫,2016/3/14,京东商城,好东西 这个价位合理 不过魅族是不是考虑一下把后盖的凹槽给去掉 割手
小**,2016/3/14,国美电器,包装很好，手机有点轻，音效不错。没有送贴膜。
L***A,2016/3/14,京东商城,手机反应速度很快，内存水分很大16GB的内存实际只有11GB，
轻***8,2016/3/14,京东商城,自己一直喜欢魅族这个品牌，朋友叫代购手机，强烈推荐了魅族这个品牌，到货后朋友觉得很赞！
j***6,2016/3/14,京东商城,客观的说，一分钱一分货。手机质量不是太好，由于是金属后壳卡槽，电源键刚拿来就是松的，升级系统半天开不了机。连上WiFi信号不好。高清一点的直播就看不了了。说是最流畅的手机，但是觉得搭载的联发科CPU真的不行。有明显的卡顿现象。还不如魅族metal的CPU好。没有用2.5d弧形玻璃也比较可惜。总之还行吧。估计当初做手机，CPU跟不上才把RAM提到3g的。
trhlovelyy,2016/3/14,京东商城,只要不坏就是好手机，魅族售后真是差的一塌糊涂，希望改正啊，不要让老煤油伤心啊
P***Z,2016/3/14,京东商城,用了几天后评价，感觉还不错。有正规发票，快递员还提醒我开袋检查，告诉我发票在哪儿！手机的后壳有点不好看，手机快充一个多小时就充满了，灰常快！耳机跟手机是一起寄来的，音质还不错。跟我想象的有些出入总体来说第一次在京东购物是一次满意的体验！
天***x,2016/3/14,京东商城,原先的操作系统比较另类，现在的好用多了。外观细节上还有待改进
s***9,2016/3/14,京东商城,未开封正品，使用后，系统流畅，手感正好，性价比高，还有指纹解锁，好评！
