user,time,mall,content
z***9,2016/3/14,京东商城,买了之后电池一点都不耐用，只能用两三个小时。要求售后，流程一大堆！后悔购买
j***6,2016/3/14,京东商城,一开始收到的手机，屏幕有气泡，后来给换新了，手机不错，售后服务也不错。
林***伦,2016/3/14,京东商城,用了一段时间，手机不错，不过没有想象中的那么好，女孩子用足够了，好看上档次！
C***g,2016/3/14,京东商城,手机到手，使用正常，应该是行货，但是声音有点小，有要求的可以考虑一下
h***6,2016/3/14,京东商城,京东的老客户了，买电子产品还是非常相信京东的品质，购物中遇到了问题，客服能积极解决，现在购买产品的渠道很多，选择京东，安心省心，不怕被骗，这次购物虽有曲折，服务上还是非常满意的，赶上活动，比实体店便宜
3***幸,2016/3/14,京东商城,给老妹买的拿回来打开非常满意，今天试用了一下，分辨率挺好的，画面也非常清晰，特别喜欢
dyy94,2016/3/13,京东商城,一星都不想给，强烈建议大家不要购买。手机用了不到一个月，出问题了，经常性的自动关机，开不了机。申请售后返修，初步检测说是充电器问题，换个就好了。后来又联系说不行，必须返厂维修。那好，我等。手机返厂后一个电话说，手机进水，主板坏了，无法维修，建议重新购机，不在保修范围之类。手机压根就没碰过水，你说进水就进水了，不给修也不能换，买了好几个手机，第一次出现这样的。一千多就用了一个月。购此机讲三思而后行。
丿小鱼灬丶,2016/3/13,京东商城,我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用一段话作为评价内容，如果我用这段话来评价，说明这款产品没问题，至少90分以上。而比较垃圾的产品，我绝对不会偷懒到复制粘贴评价，我绝对会用心的差评。这样其他的消费者在购买的时候会作为参考，会影响该产品的销量，而商家也会因此改进商品质量。
LuoYX欣欣星星,2016/3/13,京东商城,京东的物流真的很快！收到手机后用到现在一个多月了，质量也是不错的！
逛街小朋友,2016/3/13,京东商城,很喜欢，款式，颜色，功能都很满意。就是开始为了上网搞了很久。客服什么的都帮不上，最后还是通过自己网上百度解决。呵呵
