user,time,mall,content
亚马逊客户,2016/3/12,亚马逊,前几天才入手的荣耀7速度快 玩游戏时没有卡顿 手机也不发烫 像素又高 关键是亲民的价格 我个人觉得比三星好太多了 国产的手机真的很好用 以前买的三星用着用着就变慢了 最后没办法要换手机 听朋友说可以试试买个华为的一试果然不错 以后就华为了 国产的这么好用 干嘛不支持国货呢
m**@1*.com,2016/3/10,苏宁易购,年前拍的，想过年抢红包，最后初四才收到，无语，刚买四天，降了二百，再次无语……
亚马逊买家,2016/3/8,亚马逊,第一部智能手机是在亚马逊买的，当时对网购还很忐忑，但手机质量很好，所以在用了四年打算换机后又想到了亚马逊。选择了会致商城华为荣耀7，当时看到仅剩一部，还特意跟卖家联系，请把好手机质量关，结果收到手机发现显示屏明显色差，怕自己因为不会调色还请周围同事给看看，都说显示屏色差较大，建议我赶紧联系亚马逊。结果漫长的退货开始了，几番跟卖家交涉，最后卖家居然打电话给我说因为我打开外包装影响他二次销售不能退货！！这简直是无理取闹，我不打开外包装查看手机我怎么知道你发给我的是个手机还是块砖头？！我在七天内发现有质量问题的手机他们居然已这种方式拒绝退货实在太气人了！这种明显有质量问题的手机还想卖给别人？一直对亚马逊很信任，才选择拒绝某东在这里够电器的，希望这次麻烦的恼人的事件能够给我满意的结果！对亚马逊第三方商家，也请其他购物同伴们留心！
邓浩,2016/3/4,亚马逊,非常好，比想象的要薄，后台关完轻度使用3天半，指纹解锁，支付很方便。比某米好
亚马逊买家,2016/3/3,亚马逊,触摸屏怎么感觉有点不太灵的样子 先前的米4只要轻轻碰一下就会有反应 荣耀7有时候一个地方要按几次
沙漠孤舟6652,2016/3/2,国美电器,不错 我买的高配 但是不给配耳机 不知道为什么
ter***_pyz,2016/3/1,国美电器,昨天刚刚收到，包装精致，新潮，包装盒可以当手机托使用。可心！颜色和手机的大小也满意。还没来得及换卡，使用后再晒图追评。
亚马逊买家,2016/3/1,亚马逊,不错，华为现在越做越好，争取干掉苹果，走向世界，中国质造，中国骄傲
W.D.Shen,2016/3/1,亚马逊,包装很到位，提出验货态度也很好很主动。手机以及发票信息都没有问题，满意。
匿名用户,2016/2/29,易迅网,手机不错 很好 ！~ 买完没过多久 又有送耳机- -我买的没有
