user,time,mall,content
猪颖wing,2016/3/8,亚马逊,收到了手机没有明显的问题，但充电插头用不了。打电话给客服，说只能退货处理 无法单纯换插头，由于购买的是Z实惠商品价格确实比全新的优惠几百块。想想只能吃哑巴亏自己另外买插头了。但这样的处理真的不是很满意。
mxbsunny,2016/3/6,亚马逊,性价比高，性能优异。国产平板的优秀产品，不比ipad mini差。
华盛顿,2016/3/1,亚马逊,用了这么久才来评论，感觉有点像翻新机，接听电话键有时不灵光
139*****34,2016/2/28,苏宁易购,速度真的很快，堪称极速。还有多家公司可选，赞一个
158*****69,2016/2/27,苏宁易购,好看，大气，非常满意，物流也很快包装很严密，商家的服务态度很好，客服人员很有耐心，赞一个，非常不错的店
150*****34,2016/2/27,苏宁易购,手机没用几天屏幕就失灵了，我要退款，商家收到退回去的手机当时并没有拒收，几个小时之后说手机外壳有磕碰，又给我退回来了，我给商家打电话进行交涉，商家说他们店里有视频，我让他们提供当场验货的视频他们提供不出来，商家说话畏首畏尾颠三倒四一点自信和底气都没有，完全一副说谎的样子，手机就是商家故意损坏逃避退款，太恶心了，我以为大家都是讲诚信的，当时就没有拍照片留证据，今天我收到商家退回来的手机，发票并不是我原来那个发票，手机膜还有开卡的针都没有给我寄回来，当时我把这些东西都给他们寄过去了，太不讲诚信了，2199买了一个不能用的手机还生了一肚子气，大家买东西如果发现有质量问题，一定要拍照拍视频，谨防遇到此类小人之举！
135*****60,2016/2/26,苏宁易购,送货师傅和客服小妹的服务态度都很好 送货师傅明明5点就下班了 也肯7点帮忙再送货过来 手机还在研究中 因为是第一次用小米手机 我发现速度没有想象中那么快 电池用得比较快 一下就没了1格电 可能是我一直在用 不是到待机可以用多久 充电2小时就满格了 但是用了半小时左右就没了40格电了 其他功能还没试 用过一段时间再追加
4**@q*.com,2016/2/25,苏宁易购,此款手机简直是手机中的垃圾！垃圾中的战斗机！手机锁屏键正好设计在差不多侧屏面中间的位置还特灵敏一不小心碰上就关机了，后来才发现可能也不光是我碰按键的原因，电量很足也自动关，关了有时还开不开机，得反复按老长时间才能开机它自己没事就自动关机，再后来发现我这wifi信号也不行别人几百块的手机信号都比我这好，人家wifi有三个格我最多一个格，有时在路由旁边都不一定满格牛吧！还有就是电池太费电，调到智能省电模式也用不了一天，前提是还不怎么玩，要是看个电影连四个小时都顶不了！刚买回这款手机就出门旅游了，回来就过了七天了懒得折腾了，有空找小米售后吧！小米这次让我伤心透啦！
188*****11,2016/2/25,苏宁易购,感觉不是新的，感觉被用过，电不经用，总之还是要去官网买
156*****35,2016/2/25,苏宁易购,挺好用的，故意到现在才来评价，手机用了那么久，真的不错，挺好的
