user,time,mall,content
冒***青,2015/12/10,淘宝天猫,昨天收到货晚上就试了试，1L纯牛奶加一小袋菌粉，8个小时就OK了。做出的酸奶跟买的一样，糖放少了有点酸，今天做多放了点糖，应该不那么酸了。很值得购买，大家快快下手哦
c***1,2015/11/12,淘宝天猫,这款很好用，可以定时自动断电。操作也简单。特意做了之后才确认收货！送了三包菌粉，每次做都成功，成功了一次还能留一碗作为下次发酵的引子，很满意！
l***4,2015/9/26,淘宝天猫,超喜欢这个！！！每天晚上做一桶酸奶！！！不需要想事，酸奶放了发酵粉搅拌后就放里面，转八小时早上起来就成功了，酸奶能拉丝，口感好，重要的是不需要隔水加热，傻瓜机好方便，大爱～全五分好评
g***7,2015/9/15,淘宝天猫,酸奶机非常好用，外观不花哨，重在实用，几年前买一款日创的酸奶机，搬了家找不到了，这次果断还买日创，这款非常好用，可以定时，还有把搅拌勺，总之非常满意！
善***3,2015/9/4,淘宝天猫,外型很可爱，而且没有异味，刚拿到手就做了一次，用的是市售酸奶但是没有成功，第二次用的是菌粉做成功了，非常好
神***7,2015/8/22,淘宝天猫,看中自动断电买的，收到货后特意先做了一份，有持续轻微的噪音，7个小时后按时自动断电了。效果不错，今天加的酸奶，下次试试店家给的菌粉。
a***9,2015/8/13,淘宝天猫,原来有个同款的酸奶机，拿到儿子家了 所以给自己买了一个 昨天下午收到机器后就迫不及待的做了 效果很好 我的使用心得是 在恒温舱内加点热水后，再放入反应桶 这样加热迅速 温度均匀 最后在桶的外面套上一个冬天带的毛线帽子 保温效果好 定时6个小时就OK了
夏***妖,2015/7/26,淘宝天猫,不放照，做过一次来评，做得很好像豆腐脑，像老酸奶，自动关机断电是确实的，外型漂亮，容量大，就是顶盖设计上没有扣住机身，小地方让我有丝不满意，不过还是十分喜欢的。
羊***婆,2015/5/10,淘宝天猫,帮老姐买的，看着还不错噢~和描述一样，黄色的我也很喜欢，叫送的搅拌勺也有送，谢谢~酸奶机质量还得继续使用才知道，再来追评吧~自己做的芒果酸奶，很像冰淇淋吧~
y***4,2015/5/8,淘宝天猫,第一次做不太成功，也不知道什么原因，做出来的酸奶像蜂蜜那样黏黏的，还会拉丝。今天又做上了，希望能成功。酸奶机还是不错的。
