user,time,mall,content
魔***喵,2016/3/14,京东商城,买给妈妈用的，对比了好几款手机，最后还是选择华为荣耀，主要是性价比还可以。抢购的是官方标配，套餐那些都很鸡肋。首先说京东发货，标明九号之后发货，一天收到还挺快，手机未开封，全新，标配该有的都有。昨天刚刚把大卡换成了中卡，打电话声音还是挺清晰，游戏也比较流畅，前置后置照相都很清楚，选择16g的是对的，8g肯定是不行，唯一不足，续航能力真的是差，基本上是一天一充电，不过整体还是值得入手的，给父母很合适，可能太高端父母不一定会用，太便宜又用不住，个人觉得这款畅玩4c还不错，妈妈挺喜欢，就算用两三年也算是值了。
bibilee,2016/3/14,京东商城,京东老客，已是钻石会员N多年。以前从来不去评价，不知道浪费多少京豆，自从知道京豆可以抵现金的时候，才知道京豆的重要。后来我就把这段话复制了，走到哪，复制到哪，即能赚积分，还非常省事。贴了这段话说明对商品是满意的
jd_Lazy Man(Alex),2016/3/14,京东商城,除了铃声不是很响以外，剩下的我想说完美PK掉三星的同价位手机，用了快三个月了，还没出现什么大问题
d***n,2016/3/14,京东商城,帮亲戚买的，音质没有问题，手感也挺好的。目前没有发现有什么问题，用后在追加
博***子,2016/3/14,京东商城,华为的品质不错，性价比高，就这款机子而言个人感觉后喇叭声音偏小
jd416341,2016/3/14,京东商城,华为 荣耀 畅玩4C 2GB+16GB内存版 粉色 移动联通4G手机 双卡双待.帮朋友买的。
田***7,2016/3/14,京东商城,三月十二号上午下的单，预约的当天拿手机，晚上八点就拿到手机了。物流哥们很给力，值得给五星！用着很流畅
骑猪问路,2016/3/14,京东商城,买了个魅4用了一年不到电池离开电源用不了几分钟，还是国产华为口碑好点
j***y,2016/3/14,京东商城,早上10点多下的单，下午4点就送到了，机子的配置在这个价钱来说算ok了，预设软件很多，但可以卸载掉
xueqin565330779,2016/3/14,京东商城,用着还可以，装了微信查看大量信息时会出现卡机的情况，不过不严重，没去查过应该是正品
