0	0	0.0	0.0	0.0	0.0
9.5	12.0	0.5	0.631578947368	1.26698980181	1.03672187387
8.0	18.5	0.533333333333	1.23333333333	1.02415276638	2.44176620957
1	0	0.1	0.0	0.3	0.0
8.5	8.0	0.607142857143	0.571428571429	1.16769876602	0.622699849077
9.0	0.0	0.9	0.0	1.75783958312	0.0
3	4	0.3	0.4	0.640312423743	0.663324958071
5.0	14.0	0.333333333333	0.933333333333	1.24721912892	1.23648246607
2.0	3.0	0.285714285714	0.428571428571	0.699854212224	1.04978131834
0	2	0.0	0.333333333333	0.0	0.7453559925
3	0	0.375	0.0	0.695970545354	0.0
49.0	61.5
