user,time,mall,content
我的青春不迷茫,2016/3/30,京东商城,你想从评价中获得有用信息？看过来！--冒着被京东删除的风险以一个消费过来人的身份说1.直营店或官网遇到屏幕染尘，机身瑕疵，摄像头染尘等问题可以直接换，但这里，你需要花费足够多的时间去京东要求的机构开出足够有说服力的证明，才可以换机。2.如果选择了京东，拆包裹以后千万不要立即激活，开机以后需检查的地方有，一，苹果灰尘，二，在补光灯（太阳，手电筒）的帮助下查看镜头灰尘状况。6s的摄像头灰尘问题十分严重，我为自己的措词负责，我亲自去了一趟万象城苹果直营店查看了展台上的6s，我一共查看了6s和6sp共十台手机，其中6台有多颗明显灰尘。注意激活之后，如果不能出示京东定义的有效机构鉴定书，京东不接受退换货。3.如果你笃信苹果手机的做工优于某星，我可以负责人的告诉你，起码再灰尘控制和机身划痕这一方面，我的经验是，某星在S6以后的旗舰做工更优，我之前用过SONY TX/SUMSUNG S4/APPLE 4S/SMARTISAN坚果，镜头全部是完美的，一颗灰尘都没有，但，6s真的沦陷了。如果你追求完美，去直营店或官网吧，他们激活了也可以走国家三包政策，换到满意机器。京东这儿有自己的规定。
家***仔,2016/3/30,京东商城,个人问题，很纠结的一次订单，所幸及时送到，官网查查询序列号全新无问题，很好！
百***姐,2016/3/30,京东商城,买过来已经我账号了，然后网查一看，邮寄那天激活的。??让我情何以堪
y***4,2016/3/30,京东商城,总体还行，就是顶部有3块划痕看着就像被摔过的，但摸着是光滑的，不知道是怎么搞的，左下缝隙有点大，不是很满意，完美主义者勿拍
132*****59,2016/3/30,苏宁易购,用了一段时间才来评价的 没什么问题 就是激活的时间比到手的时间提前了差不多一周 不知道怎么回事
j***茗,2016/3/30,京东商城,媳妇很喜欢，大赞，颜色好看，手感不错，媳妇高兴，我就高兴，哈
1***p,2016/3/30,京东商城,总体还行吧。就是有一点点儿瑕疵也没多大，就算了。还不错。用了一天！希望后期更好用吧
jd_段段段小洁。,2016/3/29,京东商城,相当满意，速度快！打开包装，手机也相当给力，爱不释手！买，你值得拥有！
1***p,2016/3/29,京东商城,好像是水货，用了，还不到一个月就花屏，开机没有几分钟就主动关机了。无语死了。
j***b,2016/3/29,京东商城,手机非常不错哟，不过买了就降价100！有点不爽。其它都还好！
