user,time,mall,content
奋***斗,2016/3/29,京东商城,正品全新机，保修期一年，序列号也对，从官网上查全属实！！赞??
l***3,2016/3/28,京东商城,"??,看这里！！特地用了5天才来评价，就怕出问题，还真没让我失望，死机2次，气死了，难怪不让验货，服务太度一星都不想给，手机只想给一星，好多人看到差评之后还是狠下心买了，都是以为给差评的都是运气不好，买了个二手机或翻新机等等，都以为最起码是几千元钱，我就不相信店家会发个垃圾手机给我，也不相信我运气也不会像给差评的运气那么差，就买了，然后想实在不行就退款，但是手机要激活才知道还不好用，是不是正品，但是激活后店家的理由更多了，怎么可能给你退货，还是无理由的，想的美（店家的想法）要是实在不行非要退款，那店家也要把你折腾够呛，还要去苹果店验证要申请等等，好烦人，反正一句话，不可能轻易退款给您的，要买也不要在这上面买，给你个建议。苏宁的都比这好，最起码服务态度好，可以验货，不信你问京东客服，能不能先验货，他就是不答应，说我也没办法，电子产品就这样等等，求大家相信，京东上的苹果是国内产的，不是国外，不是说国内技术不好，就是店家老是耍猫腻，为了降低成本，什么翻新货，二手机，有的他们刷完机就和新的一样，除了外观没损害，但是系统不行了，就这样吧，字数够了气"
何***及,2016/3/28,京东商城,这段话是我复制过来的，我自己懒得写了，但这也是我想表达的意思。 我为什么喜欢在京东买东西？因为今天买明天就可以送到； 我为什么每个商品的评价都一样？因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容； 京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上，而比较垃圾的产品，我绝对不会偷懒到复制粘贴评价，我绝对会用心的差评。
始作俑者666,2016/3/28,京东商城,很质疑是否原厂正品，手机拿回来时时刻刻要抱着充电器充电，不够蓄电，且反应很慢！
j***i,2016/3/28,京东商城,使用了几天才来评论，触屏不怎么灵敏，有时候半天点不了，没反应，对这次购物还是有点失望的，没有检测，不知道是不是正品，还是翻新机
情醉歌,2016/3/28,京东商城,之前用的三星，华为等，现在用用苹果5S。 用了一周了基本习惯IOS系统了，操作起来还是挺顺畅的，只不过拿到手开机玩了不到半小时，在相机程序使用的过程中 就死机了，最后强制重启才恢复。 不得不吐槽5S的电池真不经用啊。
j651613523,2016/3/28,京东商城,行货，以前用的是港版，现在后面几个中文不习惯，机子的锁屏键松摇晃时有声音，心里不舒服
苏三苏巳,2016/3/28,京东商城,看外观和在外面买的一样，运气很好，没有任何瑕疵，但是还没开机，等开机用了再来追评
j***z,2016/3/28,京东商城,买了好长时间了，一直都没有问题好用，正品，一直都喜欢用疯，之前贪便宜，不心疼给小孩摔伤。
白***伟,2016/3/28,京东商城,蛮不错的一款手机，就是不知道四月份会不会进行一个大降价了，不过总体而言挺喜欢5s这款手机的。给卖家五星
