user,time,mall,content
jd_fan1361,2016/3/28,京东商城,haikeyi zhendehaikeyi haoyong shihui
j***2,2016/3/28,京东商城,额！充电器不能用。第一回购挺好的。。第二回购充电器就不能用。
耕***书,2016/3/28,京东商城,我只能说，呵呵机，现在还在我抽屉里扔着呢，手机整体就不大，还有的卡不能用，本来是送老爷子的礼物结果卡插进入不能用，我又重新买了一个！你坑不坑？
F***6,2016/3/28,京东商城,联系人的手机号码数字有点小，眼不太好的老人看不清楚，其他还行
llbwweb,2016/3/28,京东商城,好用，很适合老人用，字大、可是现在用了才一个多月，充电器就坏了，充不上电了
yEjcfGZMKRau,2016/3/28,京东商城,太恶心人了，手机收到竟然没有充电器，恶心，东西到了还说送不到我的地址让我临时换收货地址恶心死了
花***p,2016/3/28,京东商城,货物收到，物流快、服务态度好，之前还担心4G卡不能使用，但拿到手机装上就能使用，很简单、方便很满意。
淘头猪回家,2016/3/27,京东商城,东西还可以，就是字体小了点，老人机按键要大，显示屏字也要大呀
6***胜,2016/3/27,京东商城,刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下次再买！刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下次刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下次再买！再买！刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下次再买！刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下次再买！次再买！刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下次再买！刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备下次刚刚收到货就拿着使用了，感觉非常好用又实惠又实用又美观又方便准备
j***3,2016/3/27,京东商城,手机小巧轻便，声音大，字体大，按键也很大，功能简单实用。很适合老年人操作使用。特别是一键拨号太方便了。
