user,time,mall,content
亚马逊买家,2016/3/23,亚马逊,中国的苹果，如果把音乐播放效果提升一下，那就更完美了！
一个人长征,2016/3/21,亚马逊,拿到手上感觉还行，尺寸不大，刚合适，价位也合适
林月章,2016/3/20,亚马逊,"首先是送货,去年是亚马逊送的。不错.今次是合作快递送货,要2天到货(预算之内)也可接受，但是送货应该要留手机的（希望亚马逊可改进），这样我临时外出都可跟送货员讲一声让他安排好时间，免得人家走来走去，与快递的客服联系要送货员电话，态度没有网络上评价的那样差，反而较好。再到手机了，先说优点：比较懑意，体积小、薄、轻巧、做工精致（我就是喜欢5寸屏，细小，方便），可与I Phone6媲美。并且外形只比I Phone6大了约4mm左右，手感非常好。加了钢化贴片后更是高端、大气、上档次。电池使用寿命从早上7点到晚上21点正常使用下还有35%的电量，通话声音不大，刚好，比起Coolpad声大擦声好好多了。系统的流畅度，人性化设计已超过IOS，一个母指放在屏幕的中间，就可全部操作到了，不像IOS那么麻烦，退出要屏上方，锁屏开锁唤醒一定要实体按键，一点都不人性化，并且软件全部的APK都可兼容。屏幕显示如图，与I Phone6比是只偏冷色一点，但是668元与7200元，没有一丁点的区别，那苹果吃水啦，4G的速度和WIFI都正常，并未有网上评论的掉线呀什么的。缺点：卡槽的设计真的太小了，一定要将SIM卡剪到最细的才能使用，而且是2合一的卡槽双卡双待的话就不能用SD卡了。还是有一些自带的软件，不过可以删除的，无所谓。建立联系人的时候，确认键是在最下方的，这样全键盘输入时容易误按。振动器振动太小了，放在袋内好难感觉到。总体来说，比较喜欢，价格也低，比起其他的国产机来说，算是最好的一款的了，不像某些人，拿个Android系统回来，改一下布局和图标，就是什么高端系统了，最后卖到用要讲情怀什么的。也不像某些品牌一天到晚黑科技，廉价机天天无货的天天都在黑科技，我们作为销费者，才不管你的什么科技，到手后，好用， 就是好，没有情怀，也没有黑科技可讲。因为我赚钱时，我没有向人讲情怀的理由。同时，我也没有卖弄我多有才能的理由。"
金***了,2016/3/19,京东商城,手机用了这么久才来评价，主要看看手机性能，各方面怎么样，样子挺好的，性价比高，没出现过问题，电池也还是可以的，总是玩游戏的话，比较费电，总体来说物超所值，很开心的一次网购
亚马逊买家,2016/3/18,亚马逊,一分钱一分货，挺好的，给家里老爷子买的，还行
penghao575,2016/3/17,京东商城,这家店就是骗子！大家注意！不要买他家东西，买个手机接不到电话，15日之内要求换货人家根本不给换，之后返回去修，把耳机还给扣下了！这样的店大家买东西慎重！血的教训！
d***e,2016/3/15,京东商城,魅族的手机在国产品牌中品质是很有口碑的，包括外形。是给泰山大人用的。农村老人，挺好，性价比高。
杨***利,2016/3/14,京东商城,速度换可以，就是有点轻。
j***u,2016/3/14,京东商城,给妈妈买的，用了几个月了，送了贴膜和保护壳，当时赠送没货，主机和赠送分开发货的，还不错，只是有一点，看说明里写这个配置机身上是没有运营商LOGO的，可是拿到时发现还是有，见图三。另外，流量跑太快，第一个月没办流量包，小朋友玩了会儿消消乐跑了三百多元的流量费，后来妈妈直接让运营商把流量服务关了。
j***c,2016/3/13,京东商城,明显做工材质没有头几批好！第二次买了！不过用了一段时间没发现问题
