user,time,mall,content
zhuhuashang,2016/3/30,京东商城,不错，买的第二个了，不过不是我用的，是帮别人买的，他们说好，就好吧。
j***0,2016/3/30,京东商城,用了几天才来评价的，总体来说还是不错的，能带得起大型游戏，但我也只能给四星，这也是我觉得唯一不好的，就是电池不耐用，早上听一天的歌，到中午就要充电，所以只能给四星！
187*****43,2016/3/29,苏宁易购,在苏宁购物一直很放心，买过空调、压力锅、冰箱，一直感觉性价比，现在有了苏宁易购，相信苏宁，在门店买的手机，现货未拆封，价格比小米官网高了点，但总体质量使人满意，屏幕清晰，运行速度快，苏宁易购，正品行货，服务热情周到。下次还会在苏宁易购购物。
baiyibing,2016/3/29,京东商城,给同事老人买的，一下买了两个，用段时间试试看看怎么样。付款的时候比页面上便宜玖拾。
r***e,2016/3/29,京东商城,整体来说，还行，比较实惠，性能方面，有时候有点卡，不知道是否是新机器的原因还是操作系统的原因，电不抗用，感觉省电没红米Note一代好
落***滴,2016/3/29,京东商城,买个老爸的， 他以前没用过智能机，但是红米2只用了一天就用起来很顺手了，看来买小米买对了
紫荆灵,2016/3/29,京东商城,刚开机就跳屏，吓死宝宝了，问了客服，说重启试试，试了下，竟然好了。。不过还是提心吊胆的。其他功能都不错
柯***志,2016/3/29,苏宁易购,我买的是双网通版白色，收到货当天发现是联通合约版，未拆封，申请换货退货客户总不处理，让我出运费快递回去更换，因为收件地址就在我住的附近，我想直接送过去直接更换，一来省运费，二来保证手机不丢失，客服不同意，在申请退货栏也不处理退货申请，总让我先寄回去手机他们收到后再处理，后来我就投诉了，这一来客服速度超快的，不过最后我还是没退，因为给姐姐买的，姐姐说不麻烦了，搞来搞去的，能用就行了
j***q,2016/3/29,京东商城,手感十分的不错～手机壳的颜色也很漂亮，给人感觉很新颖，这个价位算是很不错了，个人真的很喜欢！就是有一点感觉充电的速度有点快，感觉有一些是虚电其他的还好
j***o,2016/3/28,京东商城,手机5.5的大屏幕给家里老人使用很合适哦，大部分时间就是玩微信上网页看视频，16G存储足够缓存一部电视剧和很多常用APP，手机触感顺滑，配置也高值得入手
