0	0	0.0	0.0	0.0	0.0
10.0	0.0	2.0	0.0	4.0	0.0
5.0	7.0	0.714285714286	1.0	0.699854212224	1.69030850946
1	1	0.0833333333333	0.0833333333333	0.276385399196	0.276385399196
1	2	0.0909090909091	0.181818181818	0.287479787288	0.38569460792
0	2	0.0	0.25	0.0	0.433012701892
1	1	0.333333333333	0.333333333333	0.471404520791	0.471404520791
2.0	0.0	0.666666666667	0.0	0.471404520791	0.0
0	0	0.0	0.0	0.0	0.0
4	0	0.8	0.0	0.748331477355	0.0
1.0	2.0	0.333333333333	0.666666666667	0.471404520791	0.471404520791
0	1	0.0	0.5	0.0	0.5
1	0	0.333333333333	0.0	0.471404520791	0.0
1.0	6.0	0.111111111111	0.666666666667	0.314269680527	1.24721912892
0	1	0.0	0.333333333333	0.0	0.471404520791
11.0	2.0	0.611111111111	0.111111111111	1.2422599875	0.314269680527
0.0	4.0	0.0	0.8	0.0	1.16619037897
0	1	0.0	0.142857142857	0.0	0.349927106112
3.0	13.0	0.5	2.16666666667	1.11803398875	1.57233018868
1	2	0.125	0.25	0.330718913883	0.433012701892
13.5	14.5	0.794117647059	0.852941176471	0.908437953617	2.16770891443
3.0	1.0	0.75	0.25	1.29903810568	0.433012701892
58.5	60.5
