0	0	0.0	0.0	0.0	0.0
7.5	1.0	1.5	0.2	1.54919333848	0.4
7.0	32.5	0.875	4.0625	1.61535599792	8.92481617458
3.0	17.0	0.333333333333	1.88888888889	0.471404520791	3.72512324761
7.0	0.0	1.0	0.0	1.30930734142	0.0
3	0	0.6	0.0	0.8	0.0
2	1	0.4	0.2	0.489897948557	0.4
12.5	0.0	1.78571428571	0.0	2.06773068945	0.0
8.5	1.0	1.21428571429	0.142857142857	1.4106012613	0.349927106112
8.0	1.0	1.6	0.2	1.2	0.4
15.0	28.0	2.5	4.66666666667	5.59016994375	8.76863095864
8.0	13.0	1.6	2.6	1.8547236991	5.2
26.5	1.0	1.325	0.05	4.55597135636	0.217944947177
17.25	0.0	2.15625	0.0	2.61885441319	0.0
8.5	13.0	1.21428571429	1.85714285714	1.76993024191	4.54905237945
6.0	3.5	1.2	0.7	0.979795897113	0.979795897113
8.5	7.5	1.0625	0.9375	1.37925478067	1.1301963325
5.0	9.0	1.0	1.8	1.54919333848	3.6
10.5	1.0	0.525	0.05	1.19869720947	0.217944947177
5	1	1.66666666667	0.333333333333	0.942809041582	0.471404520791
2	1	0.4	0.2	0.8	0.4
170.75	131.5
