0	0	0.0	0.0	0.0	0.0
0.0	2.5	0.0	0.625	0.0	1.08253175473
3.5	5.0	0.205882352941	0.294117647059	0.619744338403	0.748701297727
6.0	0.0	0.75	0.0	1.29903810568	0.0
0	0	0.0	0.0	0.0	0.0
0	2	0.0	1.0	0.0	1.0
8	0	0.666666666667	0.0	0.942809041582	0.0
4.5	0.0	0.9	0.0	0.916515138991	0.0
0.0	3.0	0.0	0.5	0.0	1.11803398875
0.0	3.5	0.0	0.875	0.0	1.02316909648
1.0	0.0	0.25	0.0	0.433012701892	0.0
1.0	3.0	0.142857142857	0.428571428571	0.349927106112	1.04978131834
4	1	0.571428571429	0.142857142857	0.494871659305	0.349927106112
1.0	2.0	0.333333333333	0.666666666667	0.471404520791	0.942809041582
2	1	0.5	0.25	0.866025403784	0.433012701892
3.0	22.5	0.75	5.625	1.29903810568	9.74278579257
13.0	15.5	1.85714285714	2.21428571429	4.1551541635	2.61666558343
13.0	2.0	0.722222222222	0.111111111111	0.86958199125	0.314269680527
1.0	9.0	0.25	2.25	0.433012701892	3.89711431703
6.0	5.0	0.75	0.625	1.29903810568	0.992156741649
2.5	5.0	0.357142857143	0.714285714286	0.87481776528	1.38505138783
69.5	82.0
